t[yr],M_FUV,M_NUV,M_u,M_g,M_r
1.01705E10,13.731875,12.831716,9.1628644,7.3663138,6.5436404
1.01706E10,13.73186,12.831723,9.1628774,7.3663246,6.5436501
1.01707E10,13.731844,12.831729,9.1628904,7.3663354,6.5436599
1.01708E10,13.731829,12.831736,9.1629034,7.3663462,6.5436697
1.01709E10,13.731813,12.831743,9.1629164,7.366357,6.5436794
1.0171E10,13.731798,12.831749,9.1629294,7.3663678,6.5436892
1.01711E10,13.731782,12.831756,9.1629424,7.3663786,6.5436989
1.01712E10,13.731767,12.831762,9.1629554,7.3663894,6.5437087
1.01713E10,13.731752,12.831769,9.1629684,7.3664002,6.5437185
1.01714E10,13.731736,12.831775,9.1629814,7.366411,6.5437282
1.01715E10,13.731721,12.831782,9.1629944,7.3664218,6.543738
1.01716E10,13.731705,12.831788,9.1630074,7.3664326,6.5437477
1.01717E10,13.73169,12.831795,9.1630204,7.3664434,6.5437575
1.01718E10,13.731674,12.831801,9.1630334,7.3664542,6.5437673
1.01719E10,13.731659,12.831808,9.1630464,7.366465,6.543777
1.0172E10,13.731644,12.831814,9.1630594,7.3664758,6.5437868
1.01721E10,13.731628,12.831821,9.1630724,7.3664866,6.5437965
1.01722E10,13.731613,12.831827,9.1630854,7.3664974,6.5438063
1.01723E10,13.731597,12.831834,9.1630984,7.3665082,6.5438161
1.01724E10,13.731582,12.83184,9.1631114,7.366519,6.5438258
1.01725E10,13.731566,12.831847,9.1631244,7.3665298,6.5438356
1.01726E10,13.731551,12.831853,9.1631374,7.3665406,6.5438453
1.01727E10,13.731535,12.83186,9.1631504,7.3665514,6.5438551
1.01728E10,13.73152,12.831866,9.1631634,7.3665622,6.5438649
1.01729E10,13.731505,12.831873,9.1631764,7.366573,6.5438746
1.0173E10,13.731489,12.831879,9.1631894,7.3665838,6.5438844
1.01731E10,13.731474,12.831886,9.1632024,7.3665946,6.5438941
1.01732E10,13.731458,12.831892,9.1632154,7.3666054,6.5439039
1.01733E10,13.731443,12.831899,9.1632284,7.3666162,6.5439137
1.01734E10,13.731427,12.831906,9.1632414,7.366627,6.5439234
1.01735E10,13.731412,12.831912,9.1632544,7.3666378,6.5439332
1.01736E10,13.731397,12.831919,9.1632674,7.3666486,6.5439429
1.01737E10,13.731381,12.831925,9.1632804,7.3666594,6.5439527
1.01738E10,13.731366,12.831932,9.1632934,7.3666702,6.5439625
1.01739E10,13.73135,12.831938,9.1633064,7.366681,6.5439722
1.0174E10,13.731335,12.831945,9.1633194,7.3666918,6.543982
1.01741E10,13.731319,12.831951,9.1633324,7.3667026,6.5439917
1.01742E10,13.731304,12.831958,9.1633454,7.3667134,6.5440015
1.01743E10,13.731288,12.831964,9.1633584,7.3667242,6.5440113
1.01744E10,13.731273,12.831971,9.1633714,7.366735,6.544021
1.01745E10,13.731258,12.831977,9.1633844,7.3667458,6.5440308
1.01746E10,13.731242,12.831984,9.1633974,7.3667566,6.5440405
1.01747E10,13.731227,12.83199,9.1634104,7.3667674,6.5440503
1.01748E10,13.731211,12.831997,9.1634234,7.3667782,6.5440601
1.01749E10,13.731196,12.832003,9.1634364,7.366789,6.5440698
1.0175E10,13.73118,12.83201,9.1634494,7.3667998,6.5440796
1.01751E10,13.731165,12.832016,9.1634624,7.3668106,6.5440893
1.01752E10,13.731149,12.832023,9.1634754,7.3668214,6.5440991
1.01753E10,13.731134,12.832029,9.1634884,7.3668322,6.5441089
1.01754E10,13.731119,12.832036,9.1635014,7.366843,6.5441186
1.01755E10,13.731103,12.832042,9.1635144,7.3668538,6.5441284
1.01756E10,13.731088,12.832049,9.1635274,7.3668646,6.5441381
1.01757E10,13.731072,12.832055,9.1635404,7.3668754,6.5441479
1.01758E10,13.731057,12.832062,9.1635534,7.3668862,6.5441577
1.01759E10,13.731041,12.832069,9.1635664,7.366897,6.5441674
1.0176E10,13.731026,12.832075,9.1635794,7.3669078,6.5441772
1.01761E10,13.731011,12.832082,9.1635924,7.3669186,6.5441869
1.01762E10,13.730995,12.832088,9.1636054,7.3669294,6.5441967
1.01763E10,13.73098,12.832095,9.1636184,7.3669402,6.5442064
1.01764E10,13.730964,12.832101,9.1636314,7.366951,6.5442162
1.01765E10,13.730949,12.832108,9.1636444,7.3669618,6.544226
1.01766E10,13.730933,12.832114,9.1636574,7.3669726,6.5442357
1.01767E10,13.730918,12.832121,9.1636704,7.3669834,6.5442455
1.01768E10,13.730902,12.832127,9.1636834,7.3669942,6.5442552
1.01769E10,13.730887,12.832134,9.1636964,7.367005,6.544265
1.0177E10,13.730872,12.83214,9.1637094,7.3670158,6.5442748
1.01771E10,13.730856,12.832147,9.1637224,7.3670266,6.5442845
1.01772E10,13.730841,12.832153,9.1637354,7.3670374,6.5442943
1.01773E10,13.730825,12.83216,9.1637484,7.3670482,6.544304
1.01774E10,13.73081,12.832166,9.1637614,7.367059,6.5443138
1.01775E10,13.730794,12.832173,9.1637744,7.3670698,6.5443236
1.01776E10,13.730779,12.832179,9.1637874,7.3670806,6.5443333
1.01777E10,13.730763,12.832186,9.1638004,7.3670914,6.5443431
1.01778E10,13.730748,12.832192,9.1638134,7.3671022,6.5443528
1.01779E10,13.730733,12.832199,9.1638264,7.367113,6.5443626
1.0178E10,13.730717,12.832205,9.1638394,7.3671238,6.5443724
1.01781E10,13.730702,12.832212,9.1638524,7.3671346,6.5443821
1.01782E10,13.730686,12.832218,9.1638654,7.3671454,6.5443919
1.01783E10,13.730671,12.832225,9.1638784,7.3671562,6.5444016
1.01784E10,13.730655,12.832232,9.1638914,7.367167,6.5444114
1.01785E10,13.73064,12.832238,9.1639044,7.3671778,6.5444212
1.01786E10,13.730625,12.832245,9.1639174,7.3671886,6.5444309
1.01787E10,13.730609,12.832251,9.1639304,7.3671994,6.5444407
1.01788E10,13.730594,12.832258,9.1639434,7.3672102,6.5444504
1.01789E10,13.730578,12.832264,9.1639564,7.367221,6.5444602
1.0179E10,13.730563,12.832271,9.1639694,7.3672318,6.54447
1.01791E10,13.730547,12.832277,9.1639824,7.3672426,6.5444797
1.01792E10,13.730532,12.832284,9.1639954,7.3672534,6.5444895
1.01793E10,13.730516,12.83229,9.1640084,7.3672642,6.5444992
1.01794E10,13.730501,12.832297,9.1640214,7.367275,6.544509
1.01795E10,13.730486,12.832303,9.1640344,7.3672858,6.5445188
1.01796E10,13.73047,12.83231,9.1640474,7.3672966,6.5445285
1.01797E10,13.730455,12.832316,9.1640604,7.3673074,6.5445383
1.01798E10,13.730439,12.832323,9.1640734,7.3673182,6.544548
1.01799E10,13.730424,12.832329,9.1640864,7.367329,6.5445578
1.018E10,13.730408,12.832336,9.1640994,7.3673398,6.5445676
1.01801E10,13.730393,12.832342,9.1641124,7.3673506,6.5445773
1.01802E10,13.730377,12.832349,9.1641254,7.3673614,6.5445871
1.01803E10,13.730362,12.832355,9.1641384,7.3673722,6.5445968
1.01804E10,13.730347,12.832362,9.1641514,7.367383,6.5446066
1.01805E10,13.730331,12.832368,9.1641644,7.3673938,6.5446164
1.01806E10,13.730316,12.832375,9.1641774,7.3674046,6.5446261
1.01807E10,13.7303,12.832381,9.1641904,7.3674154,6.5446359
1.01808E10,13.730285,12.832388,9.1642034,7.3674262,6.5446456
1.01809E10,13.730269,12.832395,9.1642164,7.367437,6.5446554
1.0181E10,13.730254,12.832401,9.1642294,7.3674478,6.5446652
1.01811E10,13.730239,12.832408,9.1642424,7.3674586,6.5446749
1.01812E10,13.730223,12.832414,9.1642554,7.3674694,6.5446847
1.01813E10,13.730208,12.832421,9.1642684,7.3674802,6.5446944
1.01814E10,13.730192,12.832427,9.1642814,7.367491,6.5447042
1.01815E10,13.730177,12.832434,9.1642944,7.3675018,6.544714
1.01816E10,13.730161,12.83244,9.1643074,7.3675126,6.5447237
1.01817E10,13.730146,12.832447,9.1643204,7.3675234,6.5447335
1.01818E10,13.73013,12.832453,9.1643334,7.3675342,6.5447432
1.01819E10,13.730115,12.83246,9.1643464,7.367545,6.544753
1.0182E10,13.7301,12.832466,9.1643594,7.3675558,6.5447628
1.01821E10,13.730084,12.832473,9.1643724,7.3675666,6.5447725
1.01822E10,13.730069,12.832479,9.1643854,7.3675773,6.5447823
1.01823E10,13.730053,12.832486,9.1643984,7.3675881,6.544792
1.01824E10,13.730038,12.832492,9.1644114,7.3675989,6.5448018
1.01825E10,13.730022,12.832499,9.1644244,7.3676097,6.5448116
1.01826E10,13.730007,12.832505,9.1644374,7.3676205,6.5448213
1.01827E10,13.729991,12.832512,9.1644504,7.3676313,6.5448311
1.01828E10,13.729976,12.832518,9.1644634,7.3676421,6.5448408
1.01829E10,13.729961,12.832525,9.1644764,7.3676529,6.5448506
1.0183E10,13.729945,12.832531,9.1644894,7.3676637,6.5448604
1.01831E10,13.72993,12.832538,9.1645024,7.3676745,6.5448701
1.01832E10,13.729914,12.832544,9.1645154,7.3676853,6.5448799
1.01833E10,13.729899,12.832551,9.1645284,7.3676961,6.5448896
1.01834E10,13.729883,12.832558,9.1645414,7.3677069,6.5448994
1.01835E10,13.729868,12.832564,9.1645544,7.3677177,6.5449092
1.01836E10,13.729853,12.832571,9.1645674,7.3677285,6.5449189
1.01837E10,13.729837,12.832577,9.1645804,7.3677393,6.5449287
1.01838E10,13.729822,12.832584,9.1645934,7.3677501,6.5449384
1.01839E10,13.729806,12.83259,9.1646064,7.3677609,6.5449482
1.0184E10,13.729791,12.832597,9.1646194,7.3677717,6.544958
1.01841E10,13.729775,12.832603,9.1646324,7.3677825,6.5449677
1.01842E10,13.72976,12.83261,9.1646454,7.3677933,6.5449775
1.01843E10,13.729744,12.832616,9.1646584,7.3678041,6.5449872
1.01844E10,13.729729,12.832623,9.1646714,7.3678149,6.544997
1.01845E10,13.729714,12.832629,9.1646844,7.3678257,6.5450067
1.01846E10,13.729698,12.832636,9.1646974,7.3678365,6.5450165
1.01847E10,13.729683,12.832642,9.1647104,7.3678473,6.5450263
1.01848E10,13.729667,12.832649,9.1647234,7.3678581,6.545036
1.01849E10,13.729652,12.832655,9.1647364,7.3678689,6.5450458
1.0185E10,13.729636,12.832662,9.1647494,7.3678797,6.5450555
1.01851E10,13.729621,12.832668,9.1647624,7.3678905,6.5450653
1.01852E10,13.729605,12.832675,9.1647754,7.3679013,6.5450751
1.01853E10,13.72959,12.832681,9.1647884,7.3679121,6.5450848
1.01854E10,13.729575,12.832688,9.1648014,7.3679229,6.5450946
1.01855E10,13.729559,12.832694,9.1648144,7.3679337,6.5451043
1.01856E10,13.729544,12.832701,9.1648274,7.3679445,6.5451141
1.01857E10,13.729528,12.832707,9.1648404,7.3679553,6.5451239
1.01858E10,13.729513,12.832714,9.1648534,7.3679661,6.5451336
1.01859E10,13.729497,12.832721,9.1648664,7.3679769,6.5451434
1.0186E10,13.729482,12.832727,9.1648794,7.3679877,6.5451531
1.01861E10,13.729467,12.832734,9.1648924,7.3679985,6.5451629
1.01862E10,13.729451,12.83274,9.1649054,7.3680093,6.5451727
1.01863E10,13.729436,12.832747,9.1649184,7.3680201,6.5451824
1.01864E10,13.72942,12.832753,9.1649314,7.3680309,6.5451922
1.01865E10,13.729405,12.83276,9.1649444,7.3680417,6.5452019
1.01866E10,13.729389,12.832766,9.1649574,7.3680525,6.5452117
1.01867E10,13.729374,12.832773,9.1649704,7.3680633,6.5452215
1.01868E10,13.729358,12.832779,9.1649834,7.3680741,6.5452312
1.01869E10,13.729343,12.832786,9.1649964,7.3680849,6.545241
1.0187E10,13.729328,12.832792,9.1650094,7.3680957,6.5452507
1.01871E10,13.729312,12.832799,9.1650224,7.3681065,6.5452605
1.01872E10,13.729297,12.832805,9.1650354,7.3681173,6.5452703
1.01873E10,13.729281,12.832812,9.1650484,7.3681281,6.54528
1.01874E10,13.729266,12.832818,9.1650614,7.3681389,6.5452898
1.01875E10,13.72925,12.832825,9.1650744,7.3681497,6.5452995
1.01876E10,13.729235,12.832831,9.1650874,7.3681605,6.5453093
1.01877E10,13.729219,12.832838,9.1651004,7.3681713,6.5453191
1.01878E10,13.729204,12.832844,9.1651134,7.3681821,6.5453288
1.01879E10,13.729189,12.832851,9.1651264,7.3681929,6.5453386
1.0188E10,13.729173,12.832857,9.1651394,7.3682037,6.5453483
1.01881E10,13.729158,12.832864,9.1651524,7.3682145,6.5453581
1.01882E10,13.729142,12.83287,9.1651654,7.3682253,6.5453679
1.01883E10,13.729127,12.832877,9.1651784,7.3682361,6.5453776
1.01884E10,13.729111,12.832884,9.1651914,7.3682469,6.5453874
1.01885E10,13.729096,12.83289,9.1652044,7.3682577,6.5453971
1.01886E10,13.729081,12.832897,9.1652174,7.3682685,6.5454069
1.01887E10,13.729065,12.832903,9.1652304,7.3682793,6.5454167
1.01888E10,13.72905,12.83291,9.1652434,7.3682901,6.5454264
1.01889E10,13.729034,12.832916,9.1652564,7.3683009,6.5454362
1.0189E10,13.729019,12.832923,9.1652694,7.3683117,6.5454459
1.01891E10,13.729003,12.832929,9.1652824,7.3683225,6.5454557
1.01892E10,13.728988,12.832936,9.1652954,7.3683333,6.5454655
1.01893E10,13.728972,12.832942,9.1653084,7.3683441,6.5454752
1.01894E10,13.728957,12.832949,9.1653214,7.3683549,6.545485
1.01895E10,13.728942,12.832955,9.1653344,7.3683657,6.5454947
1.01896E10,13.728926,12.832962,9.1653474,7.3683765,6.5455045
1.01897E10,13.728911,12.832968,9.1653604,7.3683873,6.5455143
1.01898E10,13.728895,12.832975,9.1653734,7.3683981,6.545524
1.01899E10,13.72888,12.832981,9.1653864,7.3684089,6.5455338
1.019E10,13.728864,12.832988,9.1653994,7.3684197,6.5455435
1.01901E10,13.728849,12.832994,9.1654124,7.3684305,6.5455533
1.01902E10,13.728833,12.833001,9.1654254,7.3684413,6.5455631
1.01903E10,13.728818,12.833007,9.1654384,7.3684521,6.5455728
1.01904E10,13.728803,12.833014,9.1654514,7.3684629,6.5455826
1.01905E10,13.728787,12.83302,9.1654644,7.3684737,6.5455923
1.01906E10,13.728772,12.833027,9.1654774,7.3684845,6.5456021
1.01907E10,13.728756,12.833033,9.1654904,7.3684953,6.5456119
1.01908E10,13.728741,12.83304,9.1655034,7.3685061,6.5456216
1.01909E10,13.728725,12.833047,9.1655164,7.3685169,6.5456314
1.0191E10,13.72871,12.833053,9.1655294,7.3685277,6.5456411
1.01911E10,13.728695,12.83306,9.1655424,7.3685385,6.5456509
1.01912E10,13.728679,12.833066,9.1655554,7.3685493,6.5456607
1.01913E10,13.728664,12.833073,9.1655684,7.3685601,6.5456704
1.01914E10,13.728648,12.833079,9.1655814,7.3685709,6.5456802
1.01915E10,13.728633,12.833086,9.1655944,7.3685817,6.5456899
1.01916E10,13.728617,12.833092,9.1656074,7.3685925,6.5456997
1.01917E10,13.728602,12.833099,9.1656205,7.3686033,6.5457095
1.01918E10,13.728586,12.833105,9.1656335,7.3686141,6.5457192
1.01919E10,13.728571,12.833112,9.1656465,7.3686249,6.545729
1.0192E10,13.728556,12.833118,9.1656595,7.3686357,6.5457387
1.01921E10,13.72854,12.833125,9.1656725,7.3686465,6.5457485
1.01922E10,13.728525,12.833131,9.1656855,7.3686573,6.5457583
1.01923E10,13.728509,12.833138,9.1656985,7.3686681,6.545768
1.01924E10,13.728494,12.833144,9.1657115,7.3686789,6.5457778
1.01925E10,13.728478,12.833151,9.1657245,7.3686897,6.5457875
1.01926E10,13.728463,12.833157,9.1657375,7.3687005,6.5457973
1.01927E10,13.728447,12.833164,9.1657505,7.3687113,6.545807
1.01928E10,13.728432,12.83317,9.1657635,7.3687221,6.5458168
1.01929E10,13.728417,12.833177,9.1657765,7.3687329,6.5458266
1.0193E10,13.728401,12.833183,9.1657895,7.3687437,6.5458363
1.01931E10,13.728386,12.83319,9.1658025,7.3687545,6.5458461
1.01932E10,13.72837,12.833196,9.1658155,7.3687653,6.5458558
1.01933E10,13.728355,12.833203,9.1658285,7.3687761,6.5458656
1.01934E10,13.728339,12.83321,9.1658415,7.3687869,6.5458754
1.01935E10,13.728324,12.833216,9.1658545,7.3687977,6.5458851
1.01936E10,13.728309,12.833223,9.1658675,7.3688085,6.5458949
1.01937E10,13.728293,12.833229,9.1658805,7.3688193,6.5459046
1.01938E10,13.728278,12.833236,9.1658935,7.3688301,6.5459144
1.01939E10,13.728262,12.833242,9.1659065,7.3688409,6.5459242
1.0194E10,13.728247,12.833249,9.1659195,7.3688517,6.5459339
1.01941E10,13.728231,12.833255,9.1659325,7.3688625,6.5459437
1.01942E10,13.728216,12.833262,9.1659455,7.3688733,6.5459534
1.01943E10,13.7282,12.833268,9.1659585,7.3688841,6.5459632
1.01944E10,13.728185,12.833275,9.1659715,7.3688949,6.545973
1.01945E10,13.72817,12.833281,9.1659845,7.3689057,6.5459827
1.01946E10,13.728154,12.833288,9.1659975,7.3689165,6.5459925
1.01947E10,13.728139,12.833294,9.1660105,7.3689273,6.5460022
1.01948E10,13.728123,12.833301,9.1660235,7.3689381,6.546012
1.01949E10,13.728108,12.833307,9.1660365,7.3689489,6.5460218
1.0195E10,13.728092,12.833314,9.1660495,7.3689597,6.5460315
1.01951E10,13.728077,12.83332,9.1660625,7.3689705,6.5460413
1.01952E10,13.728062,12.833327,9.1660755,7.3689813,6.546051
1.01953E10,13.728046,12.833333,9.1660885,7.3689921,6.5460608
1.01954E10,13.728031,12.83334,9.1661015,7.3690029,6.5460706
1.01955E10,13.728015,12.833346,9.1661145,7.3690137,6.5460803
1.01956E10,13.728,12.833353,9.1661275,7.3690245,6.5460901
1.01957E10,13.727984,12.833359,9.1661405,7.3690353,6.5460998
1.01958E10,13.727969,12.833366,9.1661535,7.3690461,6.5461096
1.01959E10,13.727953,12.833373,9.1661665,7.3690569,6.5461194
1.0196E10,13.727938,12.833379,9.1661795,7.3690677,6.5461291
1.01961E10,13.727923,12.833386,9.1661925,7.3690785,6.5461389
1.01962E10,13.727907,12.833392,9.1662055,7.3690893,6.5461486
1.01963E10,13.727892,12.833399,9.1662185,7.3691001,6.5461584
1.01964E10,13.727876,12.833405,9.1662315,7.3691109,6.5461682
1.01965E10,13.727861,12.833412,9.1662445,7.3691217,6.5461779
1.01966E10,13.727845,12.833418,9.1662575,7.3691325,6.5461877
1.01967E10,13.72783,12.833425,9.1662705,7.3691433,6.5461974
1.01968E10,13.727814,12.833431,9.1662835,7.3691541,6.5462072
1.01969E10,13.727799,12.833438,9.1662965,7.3691649,6.546217
1.0197E10,13.727784,12.833444,9.1663095,7.3691757,6.5462267
1.01971E10,13.727768,12.833451,9.1663225,7.3691865,6.5462365
1.01972E10,13.727753,12.833457,9.1663355,7.3691973,6.5462462
1.01973E10,13.727737,12.833464,9.1663485,7.3692081,6.546256
1.01974E10,13.727722,12.83347,9.1663615,7.3692189,6.5462658
1.01975E10,13.727706,12.833477,9.1663745,7.3692297,6.5462755
1.01976E10,13.727691,12.833483,9.1663875,7.3692405,6.5462853
1.01977E10,13.727676,12.83349,9.1664005,7.3692513,6.546295
1.01978E10,13.72766,12.833496,9.1664135,7.3692621,6.5463048
1.01979E10,13.727645,12.833503,9.1664265,7.3692729,6.5463146
1.0198E10,13.727629,12.833509,9.1664395,7.3692837,6.5463243
1.01981E10,13.727614,12.833516,9.1664525,7.3692945,6.5463341
1.01982E10,13.727598,12.833522,9.1664655,7.3693053,6.5463438
1.01983E10,13.727583,12.833529,9.1664785,7.3693161,6.5463536
1.01984E10,13.727567,12.833536,9.1664915,7.3693269,6.5463634
1.01985E10,13.727552,12.833542,9.1665045,7.3693377,6.5463731
1.01986E10,13.727537,12.833549,9.1665175,7.3693485,6.5463829
1.01987E10,13.727521,12.833555,9.1665305,7.3693593,6.5463926
1.01988E10,13.727506,12.833562,9.1665435,7.3693701,6.5464024
1.01989E10,13.72749,12.833568,9.1665565,7.3693809,6.5464122
1.0199E10,13.727475,12.833575,9.1665695,7.3693917,6.5464219
1.01991E10,13.727459,12.833581,9.1665825,7.3694025,6.5464317
1.01992E10,13.727444,12.833588,9.1665955,7.3694133,6.5464414
1.01993E10,13.727428,12.833594,9.1666085,7.3694241,6.5464512
1.01994E10,13.727413,12.833601,9.1666215,7.3694349,6.546461
1.01995E10,13.727398,12.833607,9.1666345,7.3694457,6.5464707
1.01996E10,13.727382,12.833614,9.1666475,7.3694565,6.5464805
1.01997E10,13.727367,12.83362,9.1666605,7.3694673,6.5464902
1.01998E10,13.727351,12.833627,9.1666735,7.3694781,6.5465
1.01999E10,13.727336,12.833633,9.1666865,7.3694889,6.5465098
1.02E10,13.72732,12.83364,9.1666995,7.3694997,6.5465195
1.02001E10,13.727305,12.833646,9.1667125,7.3695105,6.5465293
1.02002E10,13.72729,12.833653,9.1667255,7.3695213,6.546539
1.02003E10,13.727274,12.833659,9.1667385,7.3695321,6.5465488
1.02004E10,13.727259,12.833666,9.1667515,7.3695429,6.5465586
1.02005E10,13.727243,12.833672,9.1667645,7.3695537,6.5465683
1.02006E10,13.727228,12.833679,9.1667775,7.3695645,6.5465781
1.02007E10,13.727212,12.833685,9.1667905,7.3695753,6.5465878
1.02008E10,13.727197,12.833692,9.1668035,7.3695861,6.5465976
1.02009E10,13.727181,12.833699,9.1668165,7.3695969,6.5466073
1.0201E10,13.727166,12.833705,9.1668295,7.3696077,6.5466171
1.02011E10,13.727151,12.833712,9.1668425,7.3696185,6.5466269
1.02012E10,13.727135,12.833718,9.1668555,7.3696293,6.5466366
1.02013E10,13.72712,12.833725,9.1668685,7.3696401,6.5466464
1.02014E10,13.727104,12.833731,9.1668815,7.3696509,6.5466561
1.02015E10,13.727089,12.833738,9.1668945,7.3696617,6.5466659
1.02016E10,13.727073,12.833744,9.1669075,7.3696725,6.5466757
1.02017E10,13.727058,12.833751,9.1669205,7.3696833,6.5466854
1.02018E10,13.727042,12.833757,9.1669335,7.3696941,6.5466952
1.02019E10,13.727027,12.833764,9.1669465,7.3697049,6.5467049
1.0202E10,13.727012,12.83377,9.1669595,7.3697157,6.5467147
1.02021E10,13.726996,12.833777,9.1669725,7.3697265,6.5467245
1.02022E10,13.726981,12.833783,9.1669855,7.3697373,6.5467342
1.02023E10,13.726965,12.83379,9.1669985,7.3697481,6.546744
1.02024E10,13.72695,12.833796,9.1670115,7.3697589,6.5467537
1.02025E10,13.726934,12.833803,9.1670245,7.3697697,6.5467635
1.02026E10,13.726919,12.833809,9.1670375,7.3697805,6.5467733
1.02027E10,13.726904,12.833816,9.1670505,7.3697913,6.546783
1.02028E10,13.726888,12.833822,9.1670635,7.3698021,6.5467928
1.02029E10,13.726873,12.833829,9.1670765,7.3698129,6.5468025
1.0203E10,13.726857,12.833835,9.1670895,7.3698237,6.5468123
1.02031E10,13.726842,12.833842,9.1671025,7.3698345,6.5468221
1.02032E10,13.726826,12.833848,9.1671155,7.3698453,6.5468318
1.02033E10,13.726811,12.833855,9.1671285,7.3698561,6.5468416
1.02034E10,13.726795,12.833862,9.1671415,7.3698669,6.5468513
1.02035E10,13.72678,12.833868,9.1671545,7.3698777,6.5468611
1.02036E10,13.726765,12.833875,9.1671675,7.3698885,6.5468709
1.02037E10,13.726749,12.833881,9.1671805,7.3698993,6.5468806
1.02038E10,13.726734,12.833888,9.1671935,7.3699101,6.5468904
1.02039E10,13.726718,12.833894,9.1672065,7.3699209,6.5469001
1.0204E10,13.726703,12.833901,9.1672195,7.3699317,6.5469099
1.02041E10,13.726687,12.833907,9.1672325,7.3699425,6.5469197
1.02042E10,13.726672,12.833914,9.1672455,7.3699533,6.5469294
1.02043E10,13.726656,12.83392,9.1672585,7.3699641,6.5469392
1.02044E10,13.726641,12.833927,9.1672715,7.3699749,6.5469489
1.02045E10,13.726626,12.833933,9.1672845,7.3699857,6.5469587
1.02046E10,13.72661,12.83394,9.1672975,7.3699965,6.5469685
1.02047E10,13.726595,12.833946,9.1673105,7.3700073,6.5469782
1.02048E10,13.726579,12.833953,9.1673235,7.3700181,6.546988
1.02049E10,13.726564,12.833959,9.1673365,7.3700289,6.5469977
1.0205E10,13.726548,12.833966,9.1673495,7.3700397,6.5470075
1.02051E10,13.726533,12.833972,9.1673625,7.3700505,6.5470173
1.02052E10,13.726518,12.833979,9.1673755,7.3700613,6.547027
1.02053E10,13.726502,12.833985,9.1673885,7.3700721,6.5470368
1.02054E10,13.726487,12.833992,9.1674015,7.3700829,6.5470465
1.02055E10,13.726471,12.833998,9.1674145,7.3700937,6.5470563
1.02056E10,13.726456,12.834005,9.1674275,7.3701045,6.5470661
1.02057E10,13.72644,12.834011,9.1674405,7.3701153,6.5470758
1.02058E10,13.726425,12.834018,9.1674535,7.3701261,6.5470856
1.02059E10,13.726409,12.834025,9.1674665,7.3701369,6.5470953
1.0206E10,13.726394,12.834031,9.1674795,7.3701477,6.5471051
1.02061E10,13.726379,12.834038,9.1674925,7.3701585,6.5471149
1.02062E10,13.726363,12.834044,9.1675055,7.3701693,6.5471246
1.02063E10,13.726348,12.834051,9.1675185,7.3701801,6.5471344
1.02064E10,13.726332,12.834057,9.1675315,7.3701909,6.5471441
1.02065E10,13.726317,12.834064,9.1675445,7.3702017,6.5471539
1.02066E10,13.726301,12.83407,9.1675575,7.3702125,6.5471637
1.02067E10,13.726286,12.834077,9.1675705,7.3702233,6.5471734
1.02068E10,13.72627,12.834083,9.1675835,7.3702341,6.5471832
1.02069E10,13.726255,12.83409,9.1675965,7.3702449,6.5471929
1.0207E10,13.72624,12.834096,9.1676095,7.3702557,6.5472027
1.02071E10,13.726224,12.834103,9.1676225,7.3702665,6.5472125
1.02072E10,13.726209,12.834109,9.1676355,7.3702773,6.5472222
1.02073E10,13.726193,12.834116,9.1676485,7.3702881,6.547232
1.02074E10,13.726178,12.834122,9.1676615,7.3702989,6.5472417
1.02075E10,13.726162,12.834129,9.1676745,7.3703097,6.5472515
1.02076E10,13.726147,12.834135,9.1676875,7.3703205,6.5472613
1.02077E10,13.726132,12.834142,9.1677005,7.3703313,6.547271
1.02078E10,13.726116,12.834148,9.1677135,7.3703421,6.5472808
1.02079E10,13.726101,12.834155,9.1677265,7.3703529,6.5472905
1.0208E10,13.726085,12.834161,9.1677395,7.3703637,6.5473003
1.02081E10,13.72607,12.834168,9.1677525,7.3703745,6.5473101
1.02082E10,13.726054,12.834174,9.1677655,7.3703853,6.5473198
1.02083E10,13.726039,12.834181,9.1677785,7.3703961,6.5473296
1.02084E10,13.726023,12.834188,9.1677915,7.3704069,6.5473393
1.02085E10,13.726008,12.834194,9.1678045,7.3704177,6.5473491
1.02086E10,13.725993,12.834201,9.1678175,7.3704285,6.5473589
1.02087E10,13.725977,12.834207,9.1678305,7.3704393,6.5473686
1.02088E10,13.725962,12.834214,9.1678435,7.3704501,6.5473784
1.02089E10,13.725946,12.83422,9.1678565,7.3704609,6.5473881
1.0209E10,13.725931,12.834227,9.1678695,7.3704717,6.5473979
1.02091E10,13.725915,12.834233,9.1678825,7.3704825,6.5474076
1.02092E10,13.7259,12.83424,9.1678955,7.3704933,6.5474174
1.02093E10,13.725884,12.834246,9.1679085,7.3705041,6.5474272
1.02094E10,13.725869,12.834253,9.1679215,7.3705149,6.5474369
1.02095E10,13.725854,12.834259,9.1679345,7.3705257,6.5474467
1.02096E10,13.725838,12.834266,9.1679475,7.3705365,6.5474564
1.02097E10,13.725823,12.834272,9.1679605,7.3705473,6.5474662
1.02098E10,13.725807,12.834279,9.1679735,7.3705581,6.547476
1.02099E10,13.725792,12.834285,9.1679865,7.3705689,6.5474857
1.021E10,13.725776,12.834292,9.1679995,7.3705797,6.5474955
1.02101E10,13.725761,12.834298,9.1680125,7.3705905,6.5475052
1.02102E10,13.725746,12.834305,9.1680255,7.3706013,6.547515
1.02103E10,13.72573,12.834311,9.1680385,7.3706121,6.5475248
1.02104E10,13.725715,12.834318,9.1680515,7.3706229,6.5475345
1.02105E10,13.725699,12.834324,9.1680645,7.3706337,6.5475443
