t[yr],M_FUV,M_NUV,M_u,M_g,M_r
4.6513E9,14.400537,11.786134,8.2229841,6.603521,5.8701394
4.6514E9,14.400572,11.786173,8.2230106,6.6035473,5.8701656
4.6515E9,14.400608,11.786213,8.2230372,6.6035736,5.8701918
4.6516E9,14.400643,11.786253,8.2230637,6.6035999,5.870218
4.6517E9,14.400678,11.786292,8.2230903,6.6036262,5.8702442
4.6518E9,14.400714,11.786332,8.2231169,6.6036526,5.8702704
4.6519E9,14.400749,11.786372,8.2231434,6.6036789,5.8702966
4.652E9,14.400784,11.786411,8.22317,6.6037052,5.8703228
4.6521E9,14.40082,11.786451,8.2231965,6.6037315,5.870349
4.6522E9,14.400855,11.786491,8.2232231,6.6037578,5.8703752
4.6523E9,14.40089,11.78653,8.2232497,6.6037842,5.8704014
4.6524E9,14.400926,11.78657,8.2232762,6.6038105,5.8704276
4.6525E9,14.400961,11.78661,8.2233028,6.6038368,5.8704538
4.6526E9,14.400996,11.786649,8.2233293,6.6038631,5.87048
4.6527E9,14.401032,11.786689,8.2233559,6.6038894,5.8705062
4.6528E9,14.401067,11.786729,8.2233825,6.6039158,5.8705324
4.6529E9,14.401102,11.786769,8.223409,6.6039421,5.8705586
4.653E9,14.401138,11.786808,8.2234356,6.6039684,5.8705848
4.6531E9,14.401173,11.786848,8.2234621,6.6039947,5.870611
4.6532E9,14.401208,11.786888,8.2234887,6.604021,5.8706372
4.6533E9,14.401244,11.786927,8.2235153,6.6040474,5.8706634
4.6534E9,14.401279,11.786967,8.2235418,6.6040737,5.8706896
4.6535E9,14.401314,11.787007,8.2235684,6.6041,5.8707158
4.6536E9,14.40135,11.787046,8.2235949,6.6041263,5.870742
4.6537E9,14.401385,11.787086,8.2236215,6.6041526,5.8707682
4.6538E9,14.40142,11.787126,8.2236481,6.604179,5.8707944
4.6539E9,14.401455,11.787165,8.2236746,6.6042053,5.8708206
4.654E9,14.401491,11.787205,8.2237012,6.6042316,5.8708468
4.6541E9,14.401526,11.787245,8.2237277,6.6042579,5.870873
4.6542E9,14.401561,11.787284,8.2237543,6.6042842,5.8708992
4.6543E9,14.401597,11.787324,8.2237809,6.6043106,5.8709254
4.6544E9,14.401632,11.787364,8.2238074,6.6043369,5.8709516
4.6545E9,14.401667,11.787403,8.223834,6.6043632,5.8709778
4.6546E9,14.401703,11.787443,8.2238605,6.6043895,5.871004
4.6547E9,14.401738,11.787483,8.2238871,6.6044158,5.8710302
4.6548E9,14.401773,11.787522,8.2239137,6.6044422,5.8710564
4.6549E9,14.401809,11.787562,8.2239402,6.6044685,5.8710826
4.655E9,14.401844,11.787602,8.2239668,6.6044948,5.8711088
4.6551E9,14.401879,11.787641,8.2239933,6.6045211,5.871135
4.6552E9,14.401915,11.787681,8.2240199,6.6045474,5.8711612
4.6553E9,14.40195,11.787721,8.2240465,6.6045738,5.8711874
4.6554E9,14.401985,11.787761,8.224073,6.6046001,5.8712136
4.6555E9,14.402021,11.7878,8.2240996,6.6046264,5.8712398
4.6556E9,14.402056,11.78784,8.2241261,6.6046527,5.871266
4.6557E9,14.402091,11.78788,8.2241527,6.604679,5.8712922
4.6558E9,14.402127,11.787919,8.2241793,6.6047054,5.8713184
4.6559E9,14.402162,11.787959,8.2242058,6.6047317,5.8713446
4.656E9,14.402197,11.787999,8.2242324,6.604758,5.8713708
4.6561E9,14.402233,11.788038,8.2242589,6.6047843,5.871397
4.6562E9,14.402268,11.788078,8.2242855,6.6048106,5.8714232
4.6563E9,14.402303,11.788118,8.2243121,6.604837,5.8714494
4.6564E9,14.402338,11.788157,8.2243386,6.6048633,5.8714756
4.6565E9,14.402374,11.788197,8.2243652,6.6048896,5.8715018
4.6566E9,14.402409,11.788237,8.2243917,6.6049159,5.871528
4.6567E9,14.402444,11.788276,8.2244183,6.6049422,5.8715542
4.6568E9,14.40248,11.788316,8.2244449,6.6049686,5.8715804
4.6569E9,14.402515,11.788356,8.2244714,6.6049949,5.8716066
4.657E9,14.40255,11.788395,8.224498,6.6050212,5.8716328
4.6571E9,14.402586,11.788435,8.2245246,6.6050475,5.871659
4.6572E9,14.402621,11.788475,8.2245511,6.6050738,5.8716852
4.6573E9,14.402656,11.788514,8.2245777,6.6051002,5.8717114
4.6574E9,14.402692,11.788554,8.2246042,6.6051265,5.8717376
4.6575E9,14.402727,11.788594,8.2246308,6.6051528,5.8717638
4.6576E9,14.402762,11.788634,8.2246574,6.6051791,5.87179
4.6577E9,14.402798,11.788673,8.2246839,6.6052054,5.8718162
4.6578E9,14.402833,11.788713,8.2247105,6.6052318,5.8718424
4.6579E9,14.402868,11.788753,8.224737,6.6052581,5.8718686
4.658E9,14.402904,11.788792,8.2247636,6.6052844,5.8718948
4.6581E9,14.402939,11.788832,8.2247902,6.6053107,5.871921
4.6582E9,14.402974,11.788872,8.2248167,6.605337,5.8719472
4.6583E9,14.40301,11.788911,8.2248433,6.6053634,5.8719734
4.6584E9,14.403045,11.788951,8.2248698,6.6053897,5.8719996
4.6585E9,14.40308,11.788991,8.2248964,6.605416,5.8720258
4.6586E9,14.403116,11.78903,8.224923,6.6054423,5.872052
4.6587E9,14.403151,11.78907,8.2249495,6.6054686,5.8720782
4.6588E9,14.403186,11.78911,8.2249761,6.605495,5.8721044
4.6589E9,14.403222,11.789149,8.2250026,6.6055213,5.8721306
4.659E9,14.403257,11.789189,8.2250292,6.6055476,5.8721568
4.6591E9,14.403292,11.789229,8.2250558,6.6055739,5.872183
4.6592E9,14.403327,11.789268,8.2250823,6.6056002,5.8722092
4.6593E9,14.403363,11.789308,8.2251089,6.6056266,5.8722354
4.6594E9,14.403398,11.789348,8.2251354,6.6056529,5.8722616
4.6595E9,14.403433,11.789387,8.225162,6.6056792,5.8722878
4.6596E9,14.403469,11.789427,8.2251886,6.6057055,5.872314
4.6597E9,14.403504,11.789467,8.2252151,6.6057318,5.8723402
4.6598E9,14.403539,11.789506,8.2252417,6.6057582,5.8723664
4.6599E9,14.403575,11.789546,8.2252682,6.6057845,5.8723926
4.66E9,14.40361,11.789586,8.2252948,6.6058108,5.8724188
4.6601E9,14.403645,11.789626,8.2253214,6.6058371,5.872445
4.6602E9,14.403681,11.789665,8.2253479,6.6058634,5.8724712
4.6603E9,14.403716,11.789705,8.2253745,6.6058898,5.8724974
4.6604E9,14.403751,11.789745,8.225401,6.6059161,5.8725236
4.6605E9,14.403787,11.789784,8.2254276,6.6059424,5.8725498
4.6606E9,14.403822,11.789824,8.2254542,6.6059687,5.872576
4.6607E9,14.403857,11.789864,8.2254807,6.605995,5.8726022
4.6608E9,14.403893,11.789903,8.2255073,6.6060214,5.8726284
4.6609E9,14.403928,11.789943,8.2255338,6.6060477,5.8726546
4.661E9,14.403963,11.789983,8.2255604,6.606074,5.8726808
4.6611E9,14.403999,11.790022,8.225587,6.6061003,5.872707
4.6612E9,14.404034,11.790062,8.2256135,6.6061266,5.8727332
4.6613E9,14.404069,11.790102,8.2256401,6.606153,5.8727594
4.6614E9,14.404105,11.790141,8.2256666,6.6061793,5.8727856
4.6615E9,14.40414,11.790181,8.2256932,6.6062056,5.8728118
4.6616E9,14.404175,11.790221,8.2257198,6.6062319,5.872838
4.6617E9,14.40421,11.79026,8.2257463,6.6062582,5.8728642
4.6618E9,14.404246,11.7903,8.2257729,6.6062846,5.8728904
4.6619E9,14.404281,11.79034,8.2257994,6.6063109,5.8729166
4.662E9,14.404316,11.790379,8.225826,6.6063372,5.8729428
4.6621E9,14.404352,11.790419,8.2258526,6.6063635,5.872969
4.6622E9,14.404387,11.790459,8.2258791,6.6063898,5.8729952
4.6623E9,14.404422,11.790498,8.2259057,6.6064162,5.8730214
4.6624E9,14.404458,11.790538,8.2259322,6.6064425,5.8730476
4.6625E9,14.404493,11.790578,8.2259588,6.6064688,5.8730738
4.6626E9,14.404528,11.790618,8.2259854,6.6064951,5.8731
4.6627E9,14.404564,11.790657,8.2260119,6.6065214,5.8731262
4.6628E9,14.404599,11.790697,8.2260385,6.6065478,5.8731524
4.6629E9,14.404634,11.790737,8.226065,6.6065741,5.8731786
4.663E9,14.40467,11.790776,8.2260916,6.6066004,5.8732048
4.6631E9,14.404705,11.790816,8.2261182,6.6066267,5.873231
4.6632E9,14.40474,11.790856,8.2261447,6.606653,5.8732572
4.6633E9,14.404776,11.790895,8.2261713,6.6066794,5.8732834
4.6634E9,14.404811,11.790935,8.2261978,6.6067057,5.8733096
4.6635E9,14.404846,11.790975,8.2262244,6.606732,5.8733358
4.6636E9,14.404882,11.791014,8.226251,6.6067583,5.873362
4.6637E9,14.404917,11.791054,8.2262775,6.6067846,5.8733882
4.6638E9,14.404952,11.791094,8.2263041,6.606811,5.8734144
4.6639E9,14.404988,11.791133,8.2263306,6.6068373,5.8734406
4.664E9,14.405023,11.791173,8.2263572,6.6068636,5.8734668
4.6641E9,14.405058,11.791213,8.2263838,6.6068899,5.873493
4.6642E9,14.405093,11.791252,8.2264103,6.6069162,5.8735192
4.6643E9,14.405129,11.791292,8.2264369,6.6069426,5.8735454
4.6644E9,14.405164,11.791332,8.2264634,6.6069689,5.8735716
4.6645E9,14.405199,11.791371,8.22649,6.6069952,5.8735978
4.6646E9,14.405235,11.791411,8.2265166,6.6070215,5.873624
4.6647E9,14.40527,11.791451,8.2265431,6.6070478,5.8736502
4.6648E9,14.405305,11.791491,8.2265697,6.6070742,5.8736764
4.6649E9,14.405341,11.79153,8.2265962,6.6071005,5.8737026
4.665E9,14.405376,11.79157,8.2266228,6.6071268,5.8737288
4.6651E9,14.405411,11.79161,8.2266494,6.6071531,5.873755
4.6652E9,14.405447,11.791649,8.2266759,6.6071794,5.8737812
4.6653E9,14.405482,11.791689,8.2267025,6.6072058,5.8738074
4.6654E9,14.405517,11.791729,8.226729,6.6072321,5.8738336
4.6655E9,14.405553,11.791768,8.2267556,6.6072584,5.8738598
4.6656E9,14.405588,11.791808,8.2267822,6.6072847,5.873886
4.6657E9,14.405623,11.791848,8.2268087,6.607311,5.8739122
4.6658E9,14.405659,11.791887,8.2268353,6.6073374,5.8739384
4.6659E9,14.405694,11.791927,8.2268618,6.6073637,5.8739646
4.666E9,14.405729,11.791967,8.2268884,6.60739,5.8739908
4.6661E9,14.405765,11.792006,8.226915,6.6074163,5.874017
4.6662E9,14.4058,11.792046,8.2269415,6.6074426,5.8740432
4.6663E9,14.405835,11.792086,8.2269681,6.607469,5.8740694
4.6664E9,14.405871,11.792125,8.2269946,6.6074953,5.8740956
4.6665E9,14.405906,11.792165,8.2270212,6.6075216,5.8741218
4.6666E9,14.405941,11.792205,8.2270478,6.6075479,5.874148
4.6667E9,14.405977,11.792244,8.2270743,6.6075742,5.8741742
4.6668E9,14.406012,11.792284,8.2271009,6.6076006,5.8742004
4.6669E9,14.406047,11.792324,8.2271274,6.6076269,5.8742266
4.667E9,14.406082,11.792363,8.227154,6.6076532,5.8742528
4.6671E9,14.406118,11.792403,8.2271806,6.6076795,5.874279
4.6672E9,14.406153,11.792443,8.2272071,6.6077058,5.8743052
4.6673E9,14.406188,11.792483,8.2272337,6.6077322,5.8743314
4.6674E9,14.406224,11.792522,8.2272602,6.6077585,5.8743576
4.6675E9,14.406259,11.792562,8.2272868,6.6077848,5.8743838
4.6676E9,14.406294,11.792602,8.2273134,6.6078111,5.87441
4.6677E9,14.40633,11.792641,8.2273399,6.6078374,5.8744362
4.6678E9,14.406365,11.792681,8.2273665,6.6078638,5.8744624
4.6679E9,14.4064,11.792721,8.227393,6.6078901,5.8744886
4.668E9,14.406436,11.79276,8.2274196,6.6079164,5.8745148
4.6681E9,14.406471,11.7928,8.2274462,6.6079427,5.874541
4.6682E9,14.406506,11.79284,8.2274727,6.6079691,5.8745672
4.6683E9,14.406542,11.792879,8.2274993,6.6079954,5.8745934
4.6684E9,14.406577,11.792919,8.2275258,6.6080217,5.8746196
4.6685E9,14.406612,11.792959,8.2275524,6.608048,5.8746458
4.6686E9,14.406648,11.792998,8.227579,6.6080743,5.874672
4.6687E9,14.406683,11.793038,8.2276055,6.6081007,5.8746982
4.6688E9,14.406718,11.793078,8.2276321,6.608127,5.8747244
4.6689E9,14.406754,11.793117,8.2276586,6.6081533,5.8747506
4.669E9,14.406789,11.793157,8.2276852,6.6081796,5.8747768
4.6691E9,14.406824,11.793197,8.2277118,6.6082059,5.874803
4.6692E9,14.40686,11.793236,8.2277383,6.6082323,5.8748292
4.6693E9,14.406895,11.793276,8.2277649,6.6082586,5.8748554
4.6694E9,14.40693,11.793316,8.2277914,6.6082849,5.8748816
4.6695E9,14.406965,11.793355,8.227818,6.6083112,5.8749078
4.6696E9,14.407001,11.793395,8.2278446,6.6083375,5.874934
4.6697E9,14.407036,11.793435,8.2278711,6.6083639,5.8749602
4.6698E9,14.407071,11.793475,8.2278977,6.6083902,5.8749864
4.6699E9,14.407107,11.793514,8.2279242,6.6084165,5.8750126
4.67E9,14.407142,11.793554,8.2279508,6.6084428,5.8750388
4.6701E9,14.407177,11.793594,8.2279774,6.6084691,5.875065
4.6702E9,14.407213,11.793633,8.2280039,6.6084955,5.8750912
4.6703E9,14.407248,11.793673,8.2280305,6.6085218,5.8751174
4.6704E9,14.407283,11.793713,8.228057,6.6085481,5.8751436
4.6705E9,14.407319,11.793752,8.2280836,6.6085744,5.8751698
4.6706E9,14.407354,11.793792,8.2281102,6.6086007,5.875196
4.6707E9,14.407389,11.793832,8.2281367,6.6086271,5.8752222
4.6708E9,14.407425,11.793871,8.2281633,6.6086534,5.8752484
4.6709E9,14.40746,11.793911,8.2281898,6.6086797,5.8752746
4.671E9,14.407495,11.793951,8.2282164,6.608706,5.8753008
4.6711E9,14.407531,11.79399,8.228243,6.6087323,5.875327
4.6712E9,14.407566,11.79403,8.2282695,6.6087587,5.8753532
4.6713E9,14.407601,11.79407,8.2282961,6.608785,5.8753794
4.6714E9,14.407637,11.794109,8.2283226,6.6088113,5.8754056
4.6715E9,14.407672,11.794149,8.2283492,6.6088376,5.8754318
4.6716E9,14.407707,11.794189,8.2283758,6.6088639,5.875458
4.6717E9,14.407743,11.794228,8.2284023,6.6088903,5.8754842
4.6718E9,14.407778,11.794268,8.2284289,6.6089166,5.8755104
4.6719E9,14.407813,11.794308,8.2284554,6.6089429,5.8755366
4.672E9,14.407848,11.794347,8.228482,6.6089692,5.8755628
4.6721E9,14.407884,11.794387,8.2285086,6.6089955,5.875589
4.6722E9,14.407919,11.794427,8.2285351,6.6090219,5.8756152
4.6723E9,14.407954,11.794467,8.2285617,6.6090482,5.8756414
4.6724E9,14.40799,11.794506,8.2285882,6.6090745,5.8756676
4.6725E9,14.408025,11.794546,8.2286148,6.6091008,5.8756938
4.6726E9,14.40806,11.794586,8.2286414,6.6091271,5.87572
4.6727E9,14.408096,11.794625,8.2286679,6.6091535,5.8757462
4.6728E9,14.408131,11.794665,8.2286945,6.6091798,5.8757724
4.6729E9,14.408166,11.794705,8.228721,6.6092061,5.8757986
4.673E9,14.408202,11.794744,8.2287476,6.6092324,5.8758248
4.6731E9,14.408237,11.794784,8.2287742,6.6092587,5.875851
4.6732E9,14.408272,11.794824,8.2288007,6.6092851,5.8758772
4.6733E9,14.408308,11.794863,8.2288273,6.6093114,5.8759034
4.6734E9,14.408343,11.794903,8.2288538,6.6093377,5.8759296
4.6735E9,14.408378,11.794943,8.2288804,6.609364,5.8759558
4.6736E9,14.408414,11.794982,8.228907,6.6093903,5.875982
4.6737E9,14.408449,11.795022,8.2289335,6.6094167,5.8760082
4.6738E9,14.408484,11.795062,8.2289601,6.609443,5.8760344
4.6739E9,14.40852,11.795101,8.2289866,6.6094693,5.8760606
4.674E9,14.408555,11.795141,8.2290132,6.6094956,5.8760868
4.6741E9,14.40859,11.795181,8.2290398,6.6095219,5.876113
4.6742E9,14.408626,11.79522,8.2290663,6.6095483,5.8761392
4.6743E9,14.408661,11.79526,8.2290929,6.6095746,5.8761654
4.6744E9,14.408696,11.7953,8.2291194,6.6096009,5.8761916
4.6745E9,14.408732,11.79534,8.229146,6.6096272,5.8762178
4.6746E9,14.408767,11.795379,8.2291726,6.6096535,5.876244
4.6747E9,14.408802,11.795419,8.2291991,6.6096799,5.8762702
4.6748E9,14.408837,11.795459,8.2292257,6.6097062,5.8762964
4.6749E9,14.408873,11.795498,8.2292522,6.6097325,5.8763226
4.675E9,14.408908,11.795538,8.2292788,6.6097588,5.8763488
4.6751E9,14.408943,11.795578,8.2293054,6.6097851,5.876375
4.6752E9,14.408979,11.795617,8.2293319,6.6098115,5.8764012
4.6753E9,14.409014,11.795657,8.2293585,6.6098378,5.8764274
4.6754E9,14.409049,11.795697,8.229385,6.6098641,5.8764536
4.6755E9,14.409085,11.795736,8.2294116,6.6098904,5.8764798
4.6756E9,14.40912,11.795776,8.2294382,6.6099167,5.876506
4.6757E9,14.409155,11.795816,8.2294647,6.6099431,5.8765322
4.6758E9,14.409191,11.795855,8.2294913,6.6099694,5.8765584
4.6759E9,14.409226,11.795895,8.2295178,6.6099957,5.8765846
4.676E9,14.409261,11.795935,8.2295444,6.610022,5.8766108
4.6761E9,14.409297,11.795974,8.229571,6.6100483,5.876637
4.6762E9,14.409332,11.796014,8.2295975,6.6100747,5.8766632
4.6763E9,14.409367,11.796054,8.2296241,6.610101,5.8766894
4.6764E9,14.409403,11.796093,8.2296506,6.6101273,5.8767156
4.6765E9,14.409438,11.796133,8.2296772,6.6101536,5.8767418
4.6766E9,14.409473,11.796173,8.2297038,6.6101799,5.876768
4.6767E9,14.409509,11.796212,8.2297303,6.6102063,5.8767942
4.6768E9,14.409544,11.796252,8.2297569,6.6102326,5.8768204
4.6769E9,14.409579,11.796292,8.2297834,6.6102589,5.8768466
4.677E9,14.409615,11.796332,8.22981,6.6102852,5.8768728
4.6771E9,14.40965,11.796371,8.2298366,6.6103115,5.876899
4.6772E9,14.409685,11.796411,8.2298631,6.6103379,5.8769252
4.6773E9,14.40972,11.796451,8.2298897,6.6103642,5.8769514
4.6774E9,14.409756,11.79649,8.2299162,6.6103905,5.8769776
4.6775E9,14.409791,11.79653,8.2299428,6.6104168,5.8770038
4.6776E9,14.409826,11.79657,8.2299694,6.6104431,5.87703
4.6777E9,14.409862,11.796609,8.2299959,6.6104695,5.8770562
4.6778E9,14.409897,11.796649,8.2300225,6.6104958,5.8770824
4.6779E9,14.409932,11.796689,8.230049,6.6105221,5.8771086
4.678E9,14.409968,11.796728,8.2300756,6.6105484,5.8771348
4.6781E9,14.410003,11.796768,8.2301022,6.6105747,5.877161
4.6782E9,14.410038,11.796808,8.2301287,6.6106011,5.8771872
4.6783E9,14.410074,11.796847,8.2301553,6.6106274,5.8772134
4.6784E9,14.410109,11.796887,8.2301818,6.6106537,5.8772396
4.6785E9,14.410144,11.796927,8.2302084,6.61068,5.8772658
4.6786E9,14.41018,11.796966,8.230235,6.6107063,5.877292
4.6787E9,14.410215,11.797006,8.2302615,6.6107327,5.8773182
4.6788E9,14.41025,11.797046,8.2302881,6.610759,5.8773444
4.6789E9,14.410286,11.797085,8.2303146,6.6107853,5.8773706
4.679E9,14.410321,11.797125,8.2303412,6.6108116,5.8773968
4.6791E9,14.410356,11.797165,8.2303678,6.6108379,5.877423
4.6792E9,14.410392,11.797204,8.2303943,6.6108643,5.8774492
4.6793E9,14.410427,11.797244,8.2304209,6.6108906,5.8774754
4.6794E9,14.410462,11.797284,8.2304474,6.6109169,5.8775016
4.6795E9,14.410498,11.797324,8.230474,6.6109432,5.8775278
4.6796E9,14.410533,11.797363,8.2305006,6.6109695,5.877554
4.6797E9,14.410568,11.797403,8.2305271,6.6109959,5.8775802
4.6798E9,14.410603,11.797443,8.2305537,6.6110222,5.8776064
4.6799E9,14.410639,11.797482,8.2305802,6.6110485,5.8776326
4.68E9,14.410674,11.797522,8.2306068,6.6110748,5.8776588
4.6801E9,14.410709,11.797562,8.2306334,6.6111011,5.877685
4.6802E9,14.410745,11.797601,8.2306599,6.6111275,5.8777112
4.6803E9,14.41078,11.797641,8.2306865,6.6111538,5.8777374
4.6804E9,14.410815,11.797681,8.230713,6.6111801,5.8777636
4.6805E9,14.410851,11.79772,8.2307396,6.6112064,5.8777898
4.6806E9,14.410886,11.79776,8.2307662,6.6112327,5.877816
4.6807E9,14.410921,11.7978,8.2307927,6.6112591,5.8778422
4.6808E9,14.410957,11.797839,8.2308193,6.6112854,5.8778684
4.6809E9,14.410992,11.797879,8.2308458,6.6113117,5.8778946
4.681E9,14.411027,11.797919,8.2308724,6.611338,5.8779208
4.6811E9,14.411063,11.797958,8.230899,6.6113643,5.877947
4.6812E9,14.411098,11.797998,8.2309255,6.6113907,5.8779732
4.6813E9,14.411133,11.798038,8.2309521,6.611417,5.8779994
4.6814E9,14.411169,11.798077,8.2309786,6.6114433,5.8780256
4.6815E9,14.411204,11.798117,8.2310052,6.6114696,5.8780518
4.6816E9,14.411239,11.798157,8.2310318,6.6114959,5.878078
4.6817E9,14.411275,11.798197,8.2310583,6.6115223,5.8781042
4.6818E9,14.41131,11.798236,8.2310849,6.6115486,5.8781304
4.6819E9,14.411345,11.798276,8.2311115,6.6115749,5.8781566
4.682E9,14.411381,11.798316,8.231138,6.6116012,5.8781828
4.6821E9,14.411416,11.798355,8.2311646,6.6116275,5.878209
4.6822E9,14.411451,11.798395,8.2311911,6.6116539,5.8782352
4.6823E9,14.411487,11.798435,8.2312177,6.6116802,5.8782614
4.6824E9,14.411522,11.798474,8.2312443,6.6117065,5.8782876
4.6825E9,14.411557,11.798514,8.2312708,6.6117328,5.8783138
4.6826E9,14.411592,11.798554,8.2312974,6.6117591,5.87834
4.6827E9,14.411628,11.798593,8.2313239,6.6117855,5.8783662
4.6828E9,14.411663,11.798633,8.2313505,6.6118118,5.8783924
4.6829E9,14.411698,11.798673,8.2313771,6.6118381,5.8784186
4.683E9,14.411734,11.798712,8.2314036,6.6118644,5.8784448
4.6831E9,14.411769,11.798752,8.2314302,6.6118907,5.878471
4.6832E9,14.411804,11.798792,8.2314567,6.6119171,5.8784972
4.6833E9,14.41184,11.798831,8.2314833,6.6119434,5.8785234
4.6834E9,14.411875,11.798871,8.2315099,6.6119697,5.8785496
4.6835E9,14.41191,11.798911,8.2315364,6.611996,5.8785758
4.6836E9,14.411946,11.79895,8.231563,6.6120223,5.878602
4.6837E9,14.411981,11.79899,8.2315895,6.6120487,5.8786282
4.6838E9,14.412016,11.79903,8.2316161,6.612075,5.8786544
4.6839E9,14.412052,11.799069,8.2316427,6.6121013,5.8786806
4.684E9,14.412087,11.799109,8.2316692,6.6121276,5.8787068
4.6841E9,14.412122,11.799149,8.2316958,6.6121539,5.878733
4.6842E9,14.412158,11.799189,8.2317223,6.6121803,5.8787592
4.6843E9,14.412193,11.799228,8.2317489,6.6122066,5.8787854
4.6844E9,14.412228,11.799268,8.2317755,6.6122329,5.8788116
4.6845E9,14.412264,11.799308,8.231802,6.6122592,5.8788378
4.6846E9,14.412299,11.799347,8.2318286,6.6122855,5.878864
4.6847E9,14.412334,11.799387,8.2318551,6.6123119,5.8788902
4.6848E9,14.41237,11.799427,8.2318817,6.6123382,5.8789164
4.6849E9,14.412405,11.799466,8.2319083,6.6123645,5.8789426
4.685E9,14.41244,11.799506,8.2319348,6.6123908,5.8789688
4.6851E9,14.412475,11.799546,8.2319614,6.6124171,5.878995
4.6852E9,14.412511,11.799585,8.2319879,6.6124435,5.8790212
4.6853E9,14.412546,11.799625,8.2320145,6.6124698,5.8790474
4.6854E9,14.412581,11.799665,8.2320411,6.6124961,5.8790736
4.6855E9,14.412617,11.799704,8.2320676,6.6125224,5.8790998
4.6856E9,14.412652,11.799744,8.2320942,6.6125487,5.879126
4.6857E9,14.412687,11.799784,8.2321207,6.6125751,5.8791522
4.6858E9,14.412723,11.799823,8.2321473,6.6126014,5.8791784
4.6859E9,14.412758,11.799863,8.2321739,6.6126277,5.8792046
4.686E9,14.412793,11.799903,8.2322004,6.612654,5.8792308
4.6861E9,14.412829,11.799942,8.232227,6.6126803,5.879257
4.6862E9,14.412864,11.799982,8.2322535,6.6127067,5.8792832
4.6863E9,14.412899,11.800022,8.2322801,6.612733,5.8793094
4.6864E9,14.412935,11.800061,8.2323067,6.6127593,5.8793356
4.6865E9,14.41297,11.800101,8.2323332,6.6127856,5.8793618
4.6866E9,14.413005,11.800141,8.2323598,6.6128119,5.879388
4.6867E9,14.413041,11.800181,8.2323863,6.6128383,5.8794142
4.6868E9,14.413076,11.80022,8.2324129,6.6128646,5.8794404
4.6869E9,14.413111,11.80026,8.2324395,6.6128909,5.8794666
4.687E9,14.413147,11.8003,8.232466,6.6129172,5.8794928
4.6871E9,14.413182,11.800339,8.2324926,6.6129435,5.879519
4.6872E9,14.413217,11.800379,8.2325191,6.6129699,5.8795452
4.6873E9,14.413253,11.800419,8.2325457,6.6129962,5.8795714
4.6874E9,14.413288,11.800458,8.2325723,6.6130225,5.8795976
4.6875E9,14.413323,11.800498,8.2325988,6.6130488,5.8796238
4.6876E9,14.413358,11.800538,8.2326254,6.6130751,5.87965
4.6877E9,14.413394,11.800577,8.2326519,6.6131015,5.8796762
4.6878E9,14.413429,11.800617,8.2326785,6.6131278,5.8797024
4.6879E9,14.413464,11.800657,8.2327051,6.6131541,5.8797286
4.688E9,14.4135,11.800696,8.2327316,6.6131804,5.8797548
4.6881E9,14.413535,11.800736,8.2327582,6.6132067,5.879781
4.6882E9,14.41357,11.800776,8.2327847,6.6132331,5.8798072
4.6883E9,14.413606,11.800815,8.2328113,6.6132594,5.8798334
4.6884E9,14.413641,11.800855,8.2328379,6.6132857,5.8798596
4.6885E9,14.413676,11.800895,8.2328644,6.613312,5.8798858
4.6886E9,14.413712,11.800934,8.232891,6.6133383,5.879912
4.6887E9,14.413747,11.800974,8.2329175,6.6133647,5.8799382
4.6888E9,14.413782,11.801014,8.2329441,6.613391,5.8799644
4.6889E9,14.413818,11.801054,8.2329707,6.6134173,5.8799906
4.689E9,14.413853,11.801093,8.2329972,6.6134436,5.8800168
4.6891E9,14.413888,11.801133,8.2330238,6.6134699,5.880043
4.6892E9,14.413924,11.801173,8.2330503,6.6134963,5.8800692
4.6893E9,14.413959,11.801212,8.2330769,6.6135226,5.8800954
4.6894E9,14.413994,11.801252,8.2331035,6.6135489,5.8801216
4.6895E9,14.41403,11.801292,8.23313,6.6135752,5.8801478
4.6896E9,14.414065,11.801331,8.2331566,6.6136015,5.880174
4.6897E9,14.4141,11.801371,8.2331831,6.6136279,5.8802002
4.6898E9,14.414136,11.801411,8.2332097,6.6136542,5.8802264
4.6899E9,14.414171,11.80145,8.2332363,6.6136805,5.8802526
4.69E9,14.414206,11.80149,8.2332628,6.6137068,5.8802788
4.6901E9,14.414242,11.80153,8.2332894,6.6137331,5.880305
4.6902E9,14.414277,11.801569,8.2333159,6.6137595,5.8803312
4.6903E9,14.414312,11.801609,8.2333425,6.6137858,5.8803574
4.6904E9,14.414347,11.801649,8.2333691,6.6138121,5.8803836
4.6905E9,14.414383,11.801688,8.2333956,6.6138384,5.8804098
4.6906E9,14.414418,11.801728,8.2334222,6.6138647,5.880436
4.6907E9,14.414453,11.801768,8.2334487,6.6138911,5.8804622
4.6908E9,14.414489,11.801807,8.2334753,6.6139174,5.8804884
4.6909E9,14.414524,11.801847,8.2335019,6.6139437,5.8805146
4.691E9,14.414559,11.801887,8.2335284,6.61397,5.8805408
4.6911E9,14.414595,11.801926,8.233555,6.6139963,5.880567
4.6912E9,14.41463,11.801966,8.2335815,6.6140227,5.8805932
4.6913E9,14.414665,11.802006,8.2336081,6.614049,5.8806194
4.6914E9,14.414701,11.802046,8.2336347,6.6140753,5.8806456
4.6915E9,14.414736,11.802085,8.2336612,6.6141016,5.8806718
4.6916E9,14.414771,11.802125,8.2336878,6.6141279,5.880698
