gapp,rapp,newrabs
18.68463452240261,17.549770958723037,-21.358543658402624
19.83630727083719,18.870334127768466,-20.031500393166212
19.19030718694099,18.640661712556728,-20.26852536667223
21.29770335209978,20.090893928819888,-21.083969170825064
21.361810275290374,19.61610563531891,-22.025952706602006
20.300957869126798,19.290750384665138,-21.85788763390505
20.444101795109738,19.477369464799388,-21.64089617215337
21.436736985344176,19.60148533410385,-22.39528935833745
21.278507107973304,19.744877076925157,-21.090786767245746
Infinity,18.90105365694489,-22.494298014187542
20.70557597102735,19.513555891277882,-20.411709785306527
20.237993987330007,18.91809718889862,-20.821774309042162
21.41734672633691,19.47751730313596,-21.973472926072752
21.82378495822227,20.02436800117328,-22.3800692961723
19.679885291364805,19.106616996115314,-20.32530264678558
19.360607531333606,18.54849426072041,-21.036895022957644
21.0907791526109,19.627567562240763,-22.017536751151653
20.395422094461757,19.374956706797967,-21.00456075320747
19.023722751449206,17.952098941761328,-20.6792041517593
19.257966374638976,18.254724343821046,-21.27847218915135
19.751279118497855,19.33664573938527,-19.29326110475668
19.05385078955981,17.69285174269404,-22.054276978417185
21.117566376324014,19.79193597538005,-20.588251670168127
20.426863250554568,19.07886954779226,-21.899127957580504
21.526781144493917,19.71507598368573,-22.523641158504205
18.79790104409431,17.65205433383239,-21.444680119624877
18.780742201140548,18.01180229674484,-21.120955131313124
19.32202190040558,18.182007822434166,-20.92723624236354
19.541499979079482,18.691064296896805,-21.24128489436025
18.490457275831325,17.315495956765893,-21.778130296744216
19.86978956036335,19.097358247418207,-22.712436506363467
21.119409428018677,20.104274613639554,-18.992684015000677
21.30235742959983,19.456414785648853,-21.929366260554126
20.955725989238523,19.58618057507588,-20.42095995241541
19.886090957358498,19.356483229429067,-19.744867781142254
20.967398710950185,19.642416735306377,-21.47018438297132
18.540278072940573,17.586999086534668,-21.503967809857713
18.297130310101174,17.48343496569924,-21.3947967584768
20.440192446464444,19.260127520798783,-21.52162943589012
21.10599330392727,19.661952690562693,-21.759596502916054
20.600569762506957,20.09027628436413,-19.020531554656692
19.768900594088556,19.057321697359278,-20.053050574092083
20.89391546381963,19.27405847514516,-21.424312638303626
19.429278529171917,18.377755012004492,-19.89179322793298
19.54615587300558,18.772891058100605,-20.290956904933864
19.778563352072176,19.054977337780635,-20.009672305928184
18.64297275989184,17.599020466244973,-21.497236950431322
18.824006730170858,17.93442160171721,-21.123760663910467
18.863383685052177,17.78109723682922,-21.302301556075946
18.827454140347378,17.668692727427874,-21.417147779132698
20.672688561455168,19.390043543817363,-21.730552737316643
18.056551570622396,17.59069888881313,-17.15877270233827
21.195641863649165,19.84843681844729,-21.534493193681428
16.159028667511542,15.6717443512428,-19.082776136979902
19.429879760931662,18.813629373641128,-20.092119725271765
17.77707571484776,16.598530899043702,-22.48721957104339
18.948367010659176,18.063664560489848,-21.41774127793284
18.81654111674107,18.045128398887094,-21.020602251436394
20.356320731735174,19.268860984233136,-19.82486366781564
21.4728548819377,19.657144683259567,-21.70301198587366
20.52191075575039,18.726477350984176,-22.520170246167616
20.01790371656788,18.405283066054658,-22.523367570517593
19.190661887153333,18.48222377305776,-20.472801340348838
19.536766399779417,18.73745199497794,-20.33210023149266
18.036124595580553,17.291121568236,-20.168774796080676
18.80017649853378,17.802379196102514,-22.719509179315587
19.33656460344266,17.80403975638651,-22.52953258483371
20.982667281455868,19.83020342956845,-21.325871435448057
20.51660412892901,19.50624419107087,-21.412987902030416
20.83782599291279,19.321157387906617,-21.606131617523147
21.340531830832695,19.785781313598157,-21.340330084339975
19.599829287340164,18.720479002380323,-21.612046514139912
